 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
1,44442E+12;SP ;SAO PAULO ;AGUA FRIA ;RUA JOAO DE CASTELHANOS, N. 64, Apto 102, BL A ;1.247.810,55;1.245.000,00;0.00;Apartamento, 195.86 de área total, 119.54 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 3 sala(s), DCE, cozinha, Terraco, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444421634165
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA TOMOICHI SHIMIZU, N. 400, Apto 1306, TO 01 ;228.700,53;228.000,00;0.00;Apartamento, 0.00 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708406983
8,44442E+12;SP ;SAO PAULO ;VILA ARAGUAIA ;RUA RAIMUNDO MATTIUZZO, N. 617, Apto 01, TERREO ;198.660,76;198.000,00;0.00;Apartamento, 45.16 de área total, 27.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416596313
8,78771E+12;SP ;SAO PAULO ;ITAQUERA ;RUA NEBULOSAS, N. 680, Apto 703, ;233.902,10;233.000,00;0.00;Apartamento, 81.70 de área total, 40.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707759548
1,44441E+12;SP ;SAO PAULO ;REPUBLICA ;RUA SETE DE ABRIL, N. 277, Apto 7-A, 7º ANDAR, 8º PAV ;361.473,40;360.000,00;0.00;Apartamento, 104.00 de área total, 104.00 de área privativa, 0.00 de área do terreno, 4 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406295410
1,44442E+12;SP ;SAO PAULO ;VILA GRANADA ;RUA FILIPE GALVAO, N. 47, Apto 31, ;301.749,71;300.000,00;0.00;Apartamento, 111.06 de área total, 49.59 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420203624
8,55554E+12;SP ;SAO PAULO ;JARDIM AMERICA DA PENHA ;RUA HENRIQUE CASELA, N. 54, Apto 14, 1 PAVIMENTO DA TORRE 1 NO 3 SUB DA P F ;246.780,00;245.000,00;0.00;Apartamento, 75.01 de área total, 46.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537312873
8,78771E+12;SP ;SAO PAULO ;TAIPAS ;AVENIDA DOUTOR FELIPE PINEL, N. 3581, Apto 1110, 11º PAVIMENTO, TORRE A, QUADRA 9 ;218.279,01;216.570,82;0.00;Apartamento, 45.67 de área total, 32.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714638670
1,44441E+12;SP ;SAO PAULO ;PIRITUBA ;AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, N. 12011, Apto 34, TIPO A BL C ;252.162,00;250.000,00;0.00;Apartamento, 154.53 de área total, 62.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407153740
8,78771E+12;SP ;SAO PAULO ;PARQUE DOM JOAO NERI ;RUA ADERVAL ALVES RODRIGUES, N. 41, Apto 308, 3° PAVIMENTO ;197.287,54;195.000,00;0.00;Apartamento, 66.37 de área total, 41.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707433669
8,78772E+12;SP ;SAO PAULO ;VILA GUACA ;RUA JOSE CONHAGO POMARE, N. 107, Apto 2006, 20º PAVIMENTO - TORRE A ;407.031,00;402.000,00;0.00;Apartamento, 86.44 de área total, 42.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787718530962
8,78771E+12;SP ;SAO PAULO ;CAMBUCI ;RUA DO LAVAPES, N. 245, Apto 1512, 15 PAVIMENTO TORRE A ;192.476,35;190.000,00;0.00;Apartamento, 37.23 de área total, 26.23 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711054316
8,78771E+12;SP ;SAO PAULO ;GUAIANASES ;RUA SALVADOR GIANETTI, N. 201, Apto 105, TORRE 06 ;215.054,83;212.000,00;0.00;Apartamento, 63.95 de área total, 34.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711677372
8,78771E+12;SP ;SAO PAULO ;VILA INDEPENDENCIA ;RUA ALVARO FRAGOSO, N. 340, Apto 06, TERREO TR 01 ;228.274,12;225.000,00;0.00;Apartamento, 53.55 de área total, 35.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711816968
8,78771E+12;SP ;SAO PAULO ;VILA PIRITUBA ;RUA LARANJAL DO JARI, N. 100, Apto 310, TR A ;273.977,44;270.000,00;0.00;Apartamento, 80.53 de área total, 41.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714179713
8,78772E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA TOMOICHI SHIMIZU, N. 191, Apto 1709, 17 PAV TORRE B ;195.022,70;192.000,00;0.00;Apartamento, 55.56 de área total, 32.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787717247086
8,44441E+12;SP ;SAO PAULO ;JARDIM PERI ;RUA DESEMBARGADOR RODRIGUES SETTE, N. 365, Apto 121, BL 04 ;284.664,70;280.000,00;0.00;Apartamento, 0.00 de área total, 50.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411613848
8,44441E+12;SP ;SAO PAULO ;GUAIANASES ;RUA DOS PEDREIROS (ANTIGA AV TRES-C ), N. 79, Apto 44-A, ;152.619,84;150.000,00;0.00;Apartamento, 46.10 de área total, 41.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444407987313
8,78772E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA TOMOICHI SHIMIZU, N. 191, Apto 1510, BL B ;218.776,91;215.000,00;0.00;Apartamento, 55.56 de área total, 32.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787716027074
8,78771E+12;SP ;SAO PAULO ;BUTANTA ; RUA SAVERIO QUADRIO, N. 615, Apto 502, 5 PAV BL 25 ;235.131,66;230.000,00;0.00;Apartamento, 73.41 de área total, 43.95 de área privativa, 0.00 de área do terreno,  1 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710061882
8,78771E+12;SP ;SAO PAULO ;SANTANA ;RUA FRANKLIN DO AMARAL, N. 424, Apto 116, TORRE A ;255.837,00;250.000,00;0.00;Apartamento, 77.59 de área total, 41.19 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709573530
8,55554E+12;SP ;SAO PAULO ;JARDIM JOAO XXIII ;RUA VATICANO, N. 275, Apto 14, 1 PAVIMENTO BL 2 ;209.902,28;205.000,00;0.00;Apartamento, 80.17 de área total, 38.72 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538458618
8,55554E+12;SP ;SAO PAULO ;JARDIM DO DIVINO ;RUA MOREIRA NETO, N. 456, Apto 03, BL A ;179.499,01;175.000,00;0.00;Apartamento, 120.04 de área total, 49.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535758491
1,4444E+12;SP ;SAO PAULO ;VILA BUARQUE ;RUA MAJOR SERTORIO, N. 332, Apto 102, PAV 02 ;471.314,78;459.000,00;0.00;Sala, 128.29 de área total, 100.24 de área privativa, 0.00 de área do terreno, WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404030427
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 906, 9º PAVIMENTO - TORRE 04 ;166.327,79;161.904,93;0.00;Apartamento, 46.47 de área total, 24.86 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714134124
1,4444E+12;SP ;SAO PAULO ;VILA PRUDENTE ;RUA GLORIA DO GOITA, N. 86, Apto 23, 2 ANDAR BL III ;287.858,15;280.000,00;0.00;Apartamento, 0.00 de área total, 60.60 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404083431
8,55554E+12;SP ;SAO PAULO ;CIDADE POPULAR ;RUA RAPOSO DA FONSECA, N. 1044, Apto 34, 3º PAVIMENTO - BLOCO 04 ;179.948,76;175.000,00;0.00;Apartamento, 81.70 de área total, 38.72 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537628625
8,7877E+12;SP ;SAO PAULO ;JARDIM SAO SAVERIO ;AV DOS OURIVES, N. 748, Apto 138, BL B ;212.875,83;207.000,00;0.00;Apartamento, 0.00 de área total, 40.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704295982
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 512, 5 PAV TR 04 ;165.465,61;160.777,62;0.00;Apartamento, 45.91 de área total, 24.56 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712179074
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 512, 5º PAV - TORRE 1 ;165.741,70;160.777,62;0.00;Apartamento, 45.91 de área total, 24.56 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709624992
1,7877E+12;SP ;SAO PAULO ;VILA MOINHO VELHO ;RUA ELBA, N. 534, Apto 511, ;268.304,76;260.000,00;0.00;Apartamento, 49.65 de área total, 33.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701933831
8,7877E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 492, Apto 1805, TO 02 ;305.512,00;296.000,00;0.00;Apartamento, 89.16 de área total, 43.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703321343
1,7877E+12;SP ;SAO PAULO ;JARDIM IRIS ;AVENIDA APARECIDA DO RIO NEGRO, N. 101, Apto 803, TORRE 1, VG 77 ;266.095,40;257.500,00;0.00;Apartamento, 89.74 de área total, 43.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701238327
8,78771E+12;SP ;SAO PAULO ;CAMBUCI ;RUA MARIANO PROCOPIO, N. 539, Apto 204, ;249.070,60;241.000,00;0.00;Apartamento, 42.54 de área total, 30.39 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709516146
1,7877E+12;SP ;SAO PAULO ;CIDADE SAO MATEUS ;RUA ATOR PAULO GUSTAVO, N. 260, Apto 608, 6º PAVIMENTO - TORRE 1 ;231.617,23;224.000,00;0.00;Apartamento, 95.62 de área total, 43.13 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701001866
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA HIROVO KAMINOBO, N. 980, Apto 67, BL 02 ;186.160,12;180.000,00;0.00;Apartamento, 85.54 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710283125
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 810, PAV 8 TO1 ;164.588,61;159.000,00;0.00;Apartamento, 46.09 de área total, 24.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714460854
1,55553E+12;SP ;SAO PAULO ;PENHA DE FRANCA ;RUA SEBASTIAO MARIANO, N. 60, Apto 24, 2 ANDAR 4 PAVIMENTO ;295.071,00;285.000,00;0.00;Apartamento, 125.86 de área total, 52.51 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555532484929
8,78771E+12;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 07, BLOCO 5 ;217.474,37;210.000,00;0.00;Apartamento, 60.40 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705718810
8,7877E+12;SP ;SAO PAULO ;JARDIM DAS OLIVEIRAS ;RUA CARMINE MONETTI, N. 1280, Apto 04, TERREO - BLOCO 06 ;173.265,68;167.200,00;0.00;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702508121
8,78772E+12;SP ;SAO PAULO ;JARDIM FANGANIELLO ;RUA INACIO DE OLIVEIRA CAMPOS, N. 550, Apto 905, 09 PAVIMENTO TORRE 03 ;216.163,31;208.500,00;0.00;Apartamento, 60.27 de área total, 33.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787718583071
8,78771E+12;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA HIROVO KAMINOBO, N. 980, Apto 07, PAVIMENTO TERREO BL 02 ;150.348,93;145.000,00;0.00;Apartamento, 40.20 de área total, 40.20 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710263914
8,78771E+12;SP ;SAO PAULO ;VILA INDEPENDENCIA ;RUA ALVARO FRAGOSO, N. 340, Apto 303, PAV 03 TORRE 01 ;228.118,27;220.000,00;0.00;Apartamento, 61.79 de área total, 40.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710588937
8,78771E+12;SP ;SAO PAULO ;JARDIM DA LARANJEIRA (ZONA LESTE) ;RUA AURORA DO TOCANTINS, N. 311, Apto B03, TORRE 02 ;150.360,49;145.000,00;0.00;Apartamento, 74.18 de área total, 49.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710313938
8,78771E+12;SP ;SAO PAULO ;CIDADE SATELITE SANTA BARBARA ;RUA DAS ESTRELAS, N. 998, Apto 1707, 17º PAVIMENTO, TORRE A ;233.452,57;225.000,00;0.00;Apartamento, 75.66 de área total, 35.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711977619
1,55551E+12;SP ;SAO PAULO ;VILA NOVA CONCEICAO ;RUA CLODOMIRO AMAZONAS, N. 1256, Apto 91,  9 ANDAR ;882.698,00;850.000,00;0.00;Apartamento, 0.00 de área total, 93.95 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555512108760
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 208, 02 PAV TORRE 04 ;167.293,28;161.000,00;0.00;Apartamento, 46.47 de área total, 24.86 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711919309
1,44441E+12;SP ;SAO PAULO ;JARDIM ANGELA (ZONA LESTE) ;AVENIDA DO ORATORIO, N. 5848, Apto 52, BL B ;250.582,75;241.000,00;0.00;Apartamento, 0.00 de área total, 45.55 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408065187
1,44441E+12;SP ;SAO PAULO ;VILA PRUDENTE ;RUA VAL DE PALMAS, N. 179, Apto 55, TORRE 01 ;353.842,91;340.000,00;0.00;Apartamento, 0.00 de área total, 47.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444412994596
1,55554E+12;SP ;SAO PAULO ;INDIANOPOLIS ;RUA CAMPINA DA TABORDA, N. 294, ;2.082.170,65;2.000.000,00;0.00;Casa, 352.00 de área total, 352.00 de área privativa, 400.00 de área do terreno,  5 qto(s), a.serv, WC, WC Emp, 2 sala(s), 1 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555539962621
8,44442E+12;SP ;SAO PAULO ;JARDIM LAJEADO ;RUA LOURENCO DE GODOI, N. 9, 04 ;237.516,25;228.000,00;0.00;Casa, 82.39 de área total, 52.70 de área privativa, 82.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421128926
8,7877E+12;SP ;SAO PAULO ;BUTANTA ;RUA KENKITI SHIMOMOTO, N. 1150, Apto 64, BL 3 ;229.717,41;220.000,00;0.00;Apartamento, 61.68 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703614502
8,7877E+12;SP ;SAO PAULO ;ITAQUERA ;RUA LAGOA DO CAMPELO, N. 52, Apto 57, TORRE A ;222.104,52;212.000,00;0.00;Apartamento, 54.35 de área total, 41.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703656191
8,78771E+12;SP ;SAO PAULO ;VILA NORMA ;AVENIDA SAO MIGUEL, N. 8184, Apto 14, TERREO ;228.806,03;218.292,50;0.00;Apartamento, 53.42 de área total, 35.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714188500
8,78771E+12;SP ;SAO PAULO ;JARDIM MATARAZZO ;RUA FIGUEIRA DA POLINESIA, N. 825, Apto 93, 09 PAVIMENTO BL 04 ;217.322,51;207.000,00;0.00;Apartamento, 60.22 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707315623
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA JUA MIRIM, N. 350, Apto 1306, TORRE A ;219.499,74;209.000,00;0.00;Apartamento, 0.00 de área total, 35.33 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711355774
8,78772E+12;SP ;SAO PAULO ;ITAQUERA ;RUA AUGUSTO CARLOS BAUMAN, N. 266, Apto 1204, PAV 12 TORRE A ;252.102,60;240.000,00;0.00;Apartamento, 45.05 de área total, 32.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787718912989
8,78771E+12;SP ;SAO PAULO ;JARDIM DO LAGO ;RUA SANTA AMELIA, N. 141, Apto 14, BLOCO 2, SUBCONDOMÍNIO 1 ;217.043,68;206.000,00;0.00;Apartamento, 62.44 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705037197
8,78771E+12;SP ;SAO PAULO ;GUAIANAZES ;RUA TOMOICHI SHIMIZU, N. 420, Apto 405, TR 03, VG 380 ;237.117,51;225.000,00;0.00;Apartamento, 93.56 de área total, 43.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711431950
8,78771E+12;SP ;SAO PAULO ;VILA CHABILANDIA ;RUA CRUZ DO ESPIRITO SANTO, N. 528, Apto 204, BL 03 ;215.195,86;204.000,00;0.00;Apartamento, 63.05 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710887535
