 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
1,44442E+12;SP ;AMERICANA ;JARDIM BOER II ;RUA CORDIALIDADE, N. S/N, LT 25 QD 03 ZR3 ;268.747,67;129.500,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 150.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417395127
8,44441E+12;SP ;AMPARO ;JARDIM SILMARA ;RUA EUGENIO DORIGAN, N. 104, LT 28 QD L ;206.489,83;324.000,00;36.27;Casa, 0.00 de área total, 81.68 de área privativa, 180.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411035909
1,44442E+12;SP ;AMPARO ;MARTIRIO ;ESTRADA MUNICIPAL SANTINO FERRAZ, N. SN, LT 01, GLEBA B ;309.376,70;314.000,00;1.48;Terreno, 0.00 de área total, 0.00 de área privativa, 357.48 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419743602
8,44441E+12;SP ;ANDRADINA ;CONJUNTO HABITACIONAL ALVARO GASPARELLI ;RUA JOSE MARTINS RODRIGUES ANTIGA RUA 06, N. 550, LT 39 QD 16 ;98.301,72;270.000,00;63.60;Casa, 0.00 de área total, 40.28 de área privativa, 170.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444413582770
8,78771E+12;SP ;ANDRADINA ;JARDIM SAO LOURENCO ;RUA MARIA LUZIA SPAGNUOLO, N. 90, LT 25, QD F ;78.864,79;145.627,04;45.85;Casa, 0.00 de área total, 50.82 de área privativa, 160.35 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712338164
8,55554E+12;SP ;ANDRADINA ;LOTEAMENTO RESIDENCIAL ALTO DOS IPES ;RUA CELSO CHARURI, N. 351, CS 88 QD F ;144.000,00;144.000,00;0.00;Casa, 144.00 de área total, 55.05 de área privativa, 144.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539239030
8,44442E+12;SP ;ANHUMAS ;RESIDENCIAL JOAO MENOSSI ;RUA GERCINO MALACRIDA, N. 831, LT 23 QD D ;152.000,00;152.000,00;0.00;Casa, 52.72 de área total, 52.72 de área privativa, 220.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421299941
10212420;SP ;ARACARIGUAMA ;CRUZ DAS ALMAS ;R JUVENAL TIMOTEO GONCALVES, N. SN, GLEBA C - SITIO TRES MENINAS ;700.000,00;700.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 6113.25 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10212420
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL LUANA ;RUA NOVE, N. 145, LT 03 QD H ;70.054,39;127.300,00;44.97;Casa, 0.00 de área total, 44.82 de área privativa, 140.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713226289
8,78771E+12;SP ;ARACATUBA ;CENTRO ; RUA NOVE, N. 21, 21, G01 ;71.790,22;127.109,30;43.53;Casa, 0.00 de área total, 44.82 de área privativa, 146.39 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713377783
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL LUANA ;RUA FELIPE FERNANDES, N. 316, LT 16 QD F ;59.999,74;105.000,00;42.86;Casa, 0.00 de área total, 44.82 de área privativa, 150.48 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712299215
8,78771E+12;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 104, BL 1  BOX 370 ;71.302,34;124.386,29;42.68;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705106407
8,55552E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 401, BL12, VG 281 ;69.934,44;122.000,00;42.68;Apartamento, 0.00 de área total, 45.55 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555518953230
8,55553E+12;SP ;ARACATUBA ;CHACARAS ARCOIRIS ;RUA JOSE FELICIANO PEREIRA, N. 91, LT 08 QD 18 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 60.00 de área privativa, 126.13 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555534156315
8,78771E+12;SP ;ARACATUBA ;CJ HAB DR ANTONIO ;R ANTONIO DOS SANTOS RIBEIRO, N. 300, Apto 401, BL 05 VG 413 ;74.726,23;129.000,00;42.08;Apartamento, 0.00 de área total, 43.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705126424
8,78771E+12;SP ;ARACATUBA ;RESID AIMORE ;RUA 18, N. 79, QD D2 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708458355
8,78771E+12;SP ;ARACATUBA ;RES AIMORE ;RUA DEZESSEIS, N. 258, LT 09 QD C2 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711498532
8,78771E+12;SP ;ARACATUBA ;RES AIMORE ;R DEZESSEIS, N. 349, LT 18 QD A2 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711578170
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL AIMORE ; RUA DEZOITO, N. 362, 14 QD G2 ;78.481,72;135.483,11;42.08;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711762728
8,55554E+12;SP ;ARACATUBA ;CONJUNTO HABITACIONAL DOUTOR ANTONIO VIL ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 174, Apto 106, BL 10 ;78.665,29;135.800,00;42.08;Apartamento, 0.00 de área total, 48.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535137560
8,55554E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 403, BL 22 ;78.781,14;136.000,00;42.08;Apartamento, 0.00 de área total, 46.79 de área privativa, 0.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535950031
8,55552E+12;SP ;ARACATUBA ;CHACARAS PATRIMONIO SANTANA ;RUA AVIACAO, N. 777, Apto 106, BL 05 VG 155 ;77.564,67;133.900,00;42.08;Apartamento, 0.00 de área total, 47.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516740612
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL LUANA ;RUA FELIPE FERNANDES (ANTIGA RUA NOVE), N. 251, QD I, LT 02 ;75.305,50;130.000,00;42.08;Casa, 0.00 de área total, 44.82 de área privativa, 140.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712985585
8,78771E+12;SP ;ARACATUBA ;1; RUA DEZESSETE, N. 188, LOTE 22, QUADRA D2 ;84.892,14;145.000,00;41.46;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708258844
8,78771E+12;SP ;ARACATUBA ;RES AIMORE ; RUA DEZOITO, N. 402, LT 19 QD G2 ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711682201
8,78771E+12;SP ;ARACATUBA ;RES AIMORE ; R DEZESSETE, N. 388, LT 17 QD E2 ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711752951
8,78771E+12;SP ;ARACATUBA ;ARAÇATUBA ; RUA DEZESSETE, N. 380, LT 16 QD E2 ;83.135,75;142.000,00;41.46;Casa, 0.00 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712039205
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA JOSE LUIZ MENDES, N. 100, LT 33, QD C ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712742844
8,7877E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2020, Apto 402, BL 19 ;89.575,84;153.000,00;41.46;Apartamento, 0.00 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701252689
8,78771E+12;SP ;ARACATUBA ;SAO JOSE ;AVENIDA AGUA FUNDA, N. 1097, LT 02, QD B ;82.550,28;141.000,00;41.46;Casa, 0.00 de área total, 44.82 de área privativa, 141.34 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710120285
8,78771E+12;SP ;ARACATUBA ;JARDIM PAULISTA ;RUA GOULART, N. 399, Apto 403, BL 04 PV 4 VG 293 ;90.161,30;154.000,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707435335
8,78771E+12;SP ;ARACATUBA ;FAZENDA DO ESTADO ; ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 303, BL 05 ;81.730,63;139.600,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710661472
8,78771E+12;SP ;ARACATUBA ;CONJUNTO HABITACIONAL MAO DIVINA ;RUA DEZOITO, N. 306, LT 07 QD G2 ;82.667,38;141.200,00;41.46;Casa, 0.00 de área total, 54.36 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711581847
8,78771E+12;SP ;ARACATUBA ;CHACARAS PATRIMONIO SANTANA ;ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 201, BL 12 VG 271 ;90.161,30;154.000,00;41.46;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711534628
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;AVENIDA JOAO ARAUJO GRANGEIRO, N. 37, LT 05, QD B ;87.401,13;149.285,49;41.46;Casa, 0.00 de área total, 49.18 de área privativa, 140.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787713221090
8,78771E+12;SP ;ARACATUBA ;UMUARAMA ;RUA DOUTOR FRANCISCO VILLELA, N. 1271, Apto 101, BL 3 ;108.208,96;182.602,00;40.75;Apartamento, 0.00 de área total, 40.03 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711689826
8,55552E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2011, Apto 402, BL 02 ;72.600,00;121.000,00;40.00;Apartamento, 0.00 de área total, 45.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516081031
8,44442E+12;SP ;ARACATUBA ;AVIACAO ;RUA AVIACAO, N. 1196, Apto 42, BL 4B ;49.079,55;81.000,00;39.41;Apartamento, 0.00 de área total, 42.72 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421906252
8,02816E+12;SP ;ARACATUBA ;ARACATUBA ;RUA ANTONIO DOS SANTOS RIBEIRO, N. 339, Apto 34, 3º ANDAR, BLOCO 01 ;128.818,31;128.818,31;0.00;Apartamento, 81.69 de área total, 50.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8028160111360
8,55553E+12;SP ;ARACATUBA ;ARACATUBA ; RUA PRESIDENTE JOÃO GOULART, N. 555, Apto 803, BLOCO 08 ;144.500,00;144.500,00;0.00;Apartamento, 71.75 de área total, 58.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555532874717
8,78771E+12;SP ;ARACATUBA ;AVIACAO ; EST VICINAL FAUSE CHADE, N. 399, Apto 102, BL 19 VG 143 ;143.000,00;143.000,00;0.00;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708694288
8,55551E+12;SP ;ARACATUBA ;AEROPORTO ;VIA AGUINALDO FERNANDO DOS SANTOS, N. 905, CS 148, VIA DE ACESSO N° 4 ;230.000,00;230.000,00;0.00;Casa, 59.91 de área total, 58.64 de área privativa, 143.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513900554
8,78771E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 2020, Apto 102, BL 30 VG 302 ;140.000,00;140.000,00;0.00;Apartamento, 75.15 de área total, 44.01 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705414624
8,78771E+12;SP ;ARACATUBA ;UMUARAMA ;AVENIDA UMUARAMA, N. 1456, Apto 102, BL 01 ;180.000,00;180.000,00;0.00;Apartamento, 92.56 de área total, 42.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714799380
8,44441E+12;SP ;ARACATUBA ;JARDIM DAS OLIVEIRAS ;RUA ORLANDO ANTONIO GRASSI, N. 106, ;145.000,00;145.000,00;0.00;Casa, 50.00 de área total, 50.00 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412806429
8,4444E+12;SP ;ARACATUBA ;JARDIM UNIVERSO ;RUA MARIA HELENA NOGUEIRA DE ANDRADE, N. 619, LT 28 QD G ;293.000,00;293.000,00;0.00;Casa, 143.75 de área total, 143.75 de área privativa, 250.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400423252
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA JOSE LUIZ MENDES, N. 60, ;150.000,00;150.000,00;0.00;Casa, 49.18 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712752688
8,78771E+12;SP ;ARACATUBA ;PARQUE AQUARELLE ; ESTRADA VICINAL FAUSE CHADE (ATUAL RUA GOULART), N. 399, Apto 303, BL 03 ;140.919,67;140.750,00;0.00;Apartamento, 83.41 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707920101
8,44443E+12;SP ;ARACATUBA ;ARAÇATUBA ;RUA AMAURI ERNICA, N. 127, LT 08, QD J ;197.555,89;196.000,00;0.00;Casa, 78.78 de área total, 78.78 de área privativa, 125.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444429697830
8,78771E+12;SP ;ARACATUBA ;CONJUNTO HABITACIONAL CLAUDIONOR CINTI ;RUA DEZESSEIS, N. 344, LOT 20 QD C2 ;131.562,49;130.000,00;0.00;Casa, 43.92 de área total, 43.92 de área privativa, 160.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711480978
8,78771E+12;SP ;ARACATUBA ;JARDIM PAULISTA ; ESTRADA VICINAL FAUSE CHADE, N. 399, Apto 101, BL 20 VAGA 156/M19 ;155.402,56;152.000,00;0.00;Apartamento, 94.80 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709318298
8,78771E+12;SP ;ARACATUBA ;RESIDENCIAL PAQUERE ;RUA JOSE LUIZ MENDES, N. 137, LT 21 QD D ;153.635,73;150.000,00;0.00;Casa, 49.18 de área total, 49.18 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787714121715
8,78771E+12;SP ;ARACATUBA ;ARAÇATUBA ; RUA NOVE, N. 50, LT 15, QD B ;127.561,12;124.384,07;0.00;Casa, 44.82 de área total, 44.82 de área privativa, 140.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710698252
1,44441E+12;SP ;ARACATUBA ;VILA INDUSTRIAL ;AVENIDA JOAO ARRUDA BRASIL, N. 100, Apto 92, ANDAR 09 ED PAMPULHA ;420.429,56;400.000,00;0.00;Apartamento, 147.40 de área total, 97.50 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406320201
8,78772E+12;SP ;ARACATUBA ;CONJUNTO HABITACIONAL LUANA II ;RUA RAIMUNDO BATISTA DE LIMA, N. 76, ;222.137,57;150.000,00;0.00;Casa, 44.82 de área total, 44.82 de área privativa, 160.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787719218873
8,44442E+12;SP ;ARACOIABA DA SERRA ;RESIDENCIAL NOVA CANAA ; RUA FRANCISCO KIYOSHI KANIMORI, N. SN, QD M LT 03 ;215.000,00;215.000,00;0.00;Casa, 84.00 de área total, 84.00 de área privativa, 250.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424966990
1,4444E+12;SP ;ARACOIABA DA SERRA ;VILLAGE IPANEMA I ;ALAMEDA DAS ROSAS, N. 522, LOTE 08 - QUADRA N1 ;1.330.000,00;1.330.000,00;0.00;Casa, 311.23 de área total, 311.23 de área privativa, 1004.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401894897
10191648;SP ;ARANDU ;RIVIERA DE SANTA CRISTINA I ;RUA SANTA CLARA (ANTIGA RUA PARTICULAR), N. 65, QD SC, LT 07 ;289.313,87;525.000,00;44.90;Terreno, 0.00 de área total, 0.00 de área privativa, 900.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10191648
8,55554E+12;SP ;ARARAQUARA ;PARQUE RESIDENCIAL IGUATEMI ;AVENIDA MIGUEL BUCALEM, N. 468, Apto 103, BL12 ;74.146,96;128.000,00;42.08;Apartamento, 0.00 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555540039074
